stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary
120,750000000,global,11,10,1,obstacle,"('robot_3', 'box2::link::collision')",robot_3,box2::link::collision,0.378579,-4.017587,0.148083,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_detecting_CORNER
128,10000000,global,12,11,1,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-4.010168,0.167527,0.147727,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
130,200000000,global,13,12,1,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-3.995162,0.088603,0.147823,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
132,520000000,global,14,13,1,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-4.036230,0.053834,0.147868,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,back,both_detecting|both_warned
135,330000000,global,15,14,1,robot,"('robot_1', 'robot_4')",robot_1,robot_4,-4.042226,-0.216225,0.147932,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
216,570000000,global,16,15,1,robot,"('robot_3', 'robot_4')",robot_3,robot_4,1.417166,-2.861917,0.148126,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,front,back,both_detecting|both_warned
243,110000000,global,17,15,2,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,2.913603,-3.653797,0.148080,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_detecting_RIGHT
244,800000000,global,18,15,3,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,2.964312,-3.697637,0.148073,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_detecting_RIGHT
247,450000000,global,19,16,3,robot,"('robot_3', 'robot_4')",robot_3,robot_4,2.304594,-3.933495,0.148135,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
276,390000000,global,20,17,3,robot,"('robot_3', 'robot_4')",robot_3,robot_4,1.519163,-3.078142,0.147887,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,right,right,both_detecting|both_warned
278,440000000,global,21,18,3,robot,"('robot_0', 'robot_1')",robot_0,robot_1,-2.588576,-2.792996,0.148043,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
279,210000000,global,22,19,3,robot,"('robot_3', 'robot_4')",robot_3,robot_4,1.560964,-2.682130,0.147994,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,front,back,both_detecting|both_warned
281,10000000,global,23,20,3,robot,"('robot_3', 'robot_4')",robot_3,robot_4,1.681423,-2.828359,0.023112,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,left,back,both_detecting|both_warned
281,740000000,global,24,21,3,robot,"('robot_0', 'robot_1')",robot_0,robot_1,-2.399986,-2.962967,0.147908,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,right,left,both_detecting|both_warned
285,470000000,global,25,22,3,robot,"('robot_0', 'robot_1')",robot_0,robot_1,-2.631677,-2.846553,0.147882,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,back,back,both_detecting|both_warned
