model,controller_set,prompt,run,trial,sim_run,coverage_pct,final_coverage_pct,last_time_s,collisions_total,coverage_source,coverage_rows,pareto_optimal,sim_dir,coverage_timeseries_csv,coverage_visited_cells_csv,bump_csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_4,run_20260429_201744,20.000,20.000,300.122,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_4/run_20260429_201744,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_4/run_20260429_201744/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_4/run_20260429_201744/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_4/run_20260429_201744/bumps_global_201744.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_5,run_20260429_202247,31.000,31.000,300.150,8,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_5/run_20260429_202247,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_5/run_20260429_202247/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_5/run_20260429_202247/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_5/run_20260429_202247/bumps_global_202248.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_6,run_20260429_202751,27.000,27.000,300.115,4,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_6/run_20260429_202751,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_6/run_20260429_202751/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_6/run_20260429_202751/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_6/run_20260429_202751/bumps_global_202752.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_7,run_20260429_203255,22.000,22.000,300.127,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_7/run_20260429_203255,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_7/run_20260429_203255/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_7/run_20260429_203255/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_7/run_20260429_203255/bumps_global_203255.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_8,run_20260429_203758,40.000,40.000,300.113,0,coverage_timeseries,601,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_8/run_20260429_203758,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_8/run_20260429_203758/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_8/run_20260429_203758/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_8/run_20260429_203758/bumps_global_203759.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_9,run_20260429_204302,28.000,28.000,300.115,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_9/run_20260429_204302,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_9/run_20260429_204302/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_9/run_20260429_204302/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_9/run_20260429_204302/bumps_global_204302.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_10,run_20260429_204805,22.000,22.000,300.109,1,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_10/run_20260429_204805,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_10/run_20260429_204805/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_10/run_20260429_204805/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_10/run_20260429_204805/bumps_global_204806.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_11,run_20260429_214345,19.000,19.000,300.112,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_11/run_20260429_214345,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_11/run_20260429_214345/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_11/run_20260429_214345/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_11/run_20260429_214345/bumps_global_214345.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_12,run_20260429_214849,25.000,25.000,300.123,4,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_12/run_20260429_214849,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_12/run_20260429_214849/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_12/run_20260429_214849/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_12/run_20260429_214849/bumps_global_214849.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_13,run_20260429_215352,23.000,23.000,300.130,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_13/run_20260429_215352,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_13/run_20260429_215352/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_13/run_20260429_215352/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_13/run_20260429_215352/bumps_global_215353.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_14,run_20260429_215856,30.000,30.000,300.102,4,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_14/run_20260429_215856,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_14/run_20260429_215856/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_14/run_20260429_215856/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_14/run_20260429_215856/bumps_global_215856.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_15,run_20260429_220359,18.000,18.000,300.106,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_15/run_20260429_220359,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_15/run_20260429_220359/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_15/run_20260429_220359/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_15/run_20260429_220359/bumps_global_220400.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_16,run_20260429_220903,30.000,30.000,300.107,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_16/run_20260429_220903,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_16/run_20260429_220903/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_16/run_20260429_220903/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_16/run_20260429_220903/bumps_global_220903.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_17,run_20260429_221407,19.000,19.000,300.144,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_17/run_20260429_221407,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_17/run_20260429_221407/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_17/run_20260429_221407/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_17/run_20260429_221407/bumps_global_221407.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_18,run_20260429_221910,15.000,15.000,300.106,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_18/run_20260429_221910,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_18/run_20260429_221910/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_18/run_20260429_221910/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_18/run_20260429_221910/bumps_global_221911.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_19,run_20260429_222414,30.000,30.000,300.143,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_19/run_20260429_222414,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_19/run_20260429_222414/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_19/run_20260429_222414/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_19/run_20260429_222414/bumps_global_222414.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_20,run_20260429_222917,28.000,28.000,300.115,5,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_20/run_20260429_222917,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_20/run_20260429_222917/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_20/run_20260429_222917/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_20/run_20260429_222917/bumps_global_222918.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_21,run_20260429_232457,15.000,15.000,300.130,0,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_21/run_20260429_232457,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_21/run_20260429_232457/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_21/run_20260429_232457/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_21/run_20260429_232457/bumps_global_232457.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_22,run_20260429_233000,27.000,27.000,300.126,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_22/run_20260429_233000,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_22/run_20260429_233000/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_22/run_20260429_233000/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_22/run_20260429_233000/bumps_global_233001.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_23,run_20260429_233504,27.000,27.000,300.106,0,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_23/run_20260429_233504,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_23/run_20260429_233504/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_23/run_20260429_233504/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_23/run_20260429_233504/bumps_global_233504.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_24,run_20260429_234008,30.000,30.000,300.116,4,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_24/run_20260429_234008,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_24/run_20260429_234008/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_24/run_20260429_234008/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_24/run_20260429_234008/bumps_global_234008.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_25,run_20260429_234511,22.000,22.000,300.110,6,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_25/run_20260429_234511,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_25/run_20260429_234511/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_25/run_20260429_234511/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_25/run_20260429_234511/bumps_global_234512.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_26,run_20260429_235015,23.000,23.000,300.121,3,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_26/run_20260429_235015,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_26/run_20260429_235015/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_26/run_20260429_235015/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_26/run_20260429_235015/bumps_global_235015.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_27,run_20260429_235518,24.000,24.000,300.116,2,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_27/run_20260429_235518,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_27/run_20260429_235518/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_27/run_20260429_235518/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_27/run_20260429_235518/bumps_global_235519.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_28,run_20260430_000022,31.000,31.000,300.139,13,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_28/run_20260430_000022,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_28/run_20260430_000022/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_28/run_20260430_000022/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_28/run_20260430_000022/bumps_global_000023.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_29,run_20260430_000526,33.000,33.000,300.131,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_29/run_20260430_000526,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_29/run_20260430_000526/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_29/run_20260430_000526/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_29/run_20260430_000526/bumps_global_000526.csv
gpt-4.1,prompt_2_run_5,prompt_2,run_5,trial_30,run_20260430_001029,28.000,28.000,300.114,0,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_30/run_20260430_001029,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_30/run_20260430_001029/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_30/run_20260430_001029/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-4.1/prompt_2_run_5/trial_30/run_20260430_001029/bumps_global_001030.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_1,run_20260429_105112,58.000,58.000,300.149,37,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_1/run_20260429_105112,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_1/run_20260429_105112/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_1/run_20260429_105112/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_1/run_20260429_105112/bumps_global_105113.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_2,run_20260429_105616,59.000,59.000,300.135,11,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_2/run_20260429_105616,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_2/run_20260429_105616/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_2/run_20260429_105616/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_2/run_20260429_105616/bumps_global_105616.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_3,run_20260429_110119,58.000,58.000,300.107,9,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_3/run_20260429_110119,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_3/run_20260429_110119/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_3/run_20260429_110119/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_3/run_20260429_110119/bumps_global_110120.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_4,run_20260429_110623,45.000,45.000,300.128,24,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_4/run_20260429_110623,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_4/run_20260429_110623/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_4/run_20260429_110623/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_4/run_20260429_110623/bumps_global_110623.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_5,run_20260429_111127,50.000,50.000,300.206,31,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_5/run_20260429_111127,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_5/run_20260429_111127/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_5/run_20260429_111127/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_5/run_20260429_111127/bumps_global_111127.csv
gpt-5.4,prompt_1_run_5,prompt_1,run_5,trial_6,run_20260429_111630,51.000,51.000,300.107,18,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_6/run_20260429_111630,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_6/run_20260429_111630/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_6/run_20260429_111630/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_1_run_5/trial_6/run_20260429_111630/bumps_global_111631.csv
