model,controller_set,prompt,run,trial,sim_run,coverage_pct,final_coverage_pct,last_time_s,collisions_total,coverage_source,coverage_rows,pareto_optimal,sim_dir,coverage_timeseries_csv,coverage_visited_cells_csv,bump_csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_10,run_20260429_140833,58.000,58.000,300.156,90,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_10/run_20260429_140833,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_10/run_20260429_140833/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_10/run_20260429_140833/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_10/run_20260429_140833/bumps_global_140834.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_11,run_20260429_141337,55.000,55.000,300.167,47,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_11/run_20260429_141337,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_11/run_20260429_141337/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_11/run_20260429_141337/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_11/run_20260429_141337/bumps_global_141337.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_12,run_20260429_141840,56.000,56.000,300.089,56,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_12/run_20260429_141840,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_12/run_20260429_141840/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_12/run_20260429_141840/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_12/run_20260429_141840/bumps_global_141841.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_13,run_20260429_142344,57.000,57.000,300.104,45,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_13/run_20260429_142344,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_13/run_20260429_142344/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_13/run_20260429_142344/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_13/run_20260429_142344/bumps_global_142344.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_14,run_20260429_142848,53.000,53.000,300.156,65,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_14/run_20260429_142848,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_14/run_20260429_142848/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_14/run_20260429_142848/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_14/run_20260429_142848/bumps_global_142848.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_15,run_20260429_143351,46.000,46.000,300.148,48,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_15/run_20260429_143351,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_15/run_20260429_143351/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_15/run_20260429_143351/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_15/run_20260429_143351/bumps_global_143352.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_16,run_20260429_143855,55.000,55.000,300.130,47,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_16/run_20260429_143855,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_16/run_20260429_143855/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_16/run_20260429_143855/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_16/run_20260429_143855/bumps_global_143855.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_17,run_20260429_144358,52.000,52.000,300.109,60,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_17/run_20260429_144358,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_17/run_20260429_144358/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_17/run_20260429_144358/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_17/run_20260429_144358/bumps_global_144359.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_18,run_20260429_144902,57.000,57.000,300.123,23,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_18/run_20260429_144902,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_18/run_20260429_144902/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_18/run_20260429_144902/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_18/run_20260429_144902/bumps_global_144903.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_19,run_20260429_145406,53.000,53.000,300.100,54,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_19/run_20260429_145406,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_19/run_20260429_145406/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_19/run_20260429_145406/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_19/run_20260429_145406/bumps_global_145406.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_20,run_20260429_145909,43.000,43.000,300.102,80,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_20/run_20260429_145909,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_20/run_20260429_145909/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_20/run_20260429_145909/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_20/run_20260429_145909/bumps_global_145910.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_21,run_20260429_150413,51.000,51.000,300.120,112,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_21/run_20260429_150413,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_21/run_20260429_150413/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_21/run_20260429_150413/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_21/run_20260429_150413/bumps_global_150413.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_22,run_20260429_150917,56.000,56.000,300.124,41,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_22/run_20260429_150917,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_22/run_20260429_150917/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_22/run_20260429_150917/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_22/run_20260429_150917/bumps_global_150917.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_23,run_20260429_151420,60.000,60.000,300.091,57,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_23/run_20260429_151420,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_23/run_20260429_151420/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_23/run_20260429_151420/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_23/run_20260429_151420/bumps_global_151421.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_24,run_20260429_151924,48.000,48.000,300.202,56,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_24/run_20260429_151924,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_24/run_20260429_151924/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_24/run_20260429_151924/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_24/run_20260429_151924/bumps_global_151924.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_25,run_20260429_152428,51.000,51.000,300.238,56,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_25/run_20260429_152428,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_25/run_20260429_152428/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_25/run_20260429_152428/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_25/run_20260429_152428/bumps_global_152428.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_26,run_20260429_152931,55.000,55.000,300.219,54,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_26/run_20260429_152931,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_26/run_20260429_152931/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_26/run_20260429_152931/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_26/run_20260429_152931/bumps_global_152932.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_27,run_20260429_153435,57.000,57.000,300.186,68,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_27/run_20260429_153435,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_27/run_20260429_153435/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_27/run_20260429_153435/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_27/run_20260429_153435/bumps_global_153436.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_28,run_20260429_153939,53.000,53.000,300.197,57,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_28/run_20260429_153939,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_28/run_20260429_153939/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_28/run_20260429_153939/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_28/run_20260429_153939/bumps_global_153939.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_29,run_20260429_154442,52.000,52.000,300.165,23,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_29/run_20260429_154442,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_29/run_20260429_154442/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_29/run_20260429_154442/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_29/run_20260429_154442/bumps_global_154443.csv
gpt-5.4,prompt_3_run_1,prompt_3,run_1,trial_30,run_20260429_154946,59.000,59.000,300.167,49,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_30/run_20260429_154946,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_30/run_20260429_154946/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_30/run_20260429_154946/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_3_run_1/trial_30/run_20260429_154946/bumps_global_154946.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_1,run_20260429_155450,59.000,59.000,300.109,37,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_1/run_20260429_155450,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_1/run_20260429_155450/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_1/run_20260429_155450/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_1/run_20260429_155450/bumps_global_155450.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_2,run_20260429_155953,65.000,65.000,300.096,62,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_2/run_20260429_155953,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_2/run_20260429_155953/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_2/run_20260429_155953/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_2/run_20260429_155953/bumps_global_155954.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_3,run_20260429_160457,59.000,59.000,300.117,75,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_3/run_20260429_160457,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_3/run_20260429_160457/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_3/run_20260429_160457/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_3/run_20260429_160457/bumps_global_160457.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_4,run_20260429_161000,63.000,63.000,300.115,50,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_4/run_20260429_161000,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_4/run_20260429_161000/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_4/run_20260429_161000/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_4/run_20260429_161000/bumps_global_161001.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_5,run_20260429_161504,64.000,64.000,300.108,72,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_5/run_20260429_161504,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_5/run_20260429_161504/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_5/run_20260429_161504/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_5/run_20260429_161504/bumps_global_161504.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_6,run_20260429_162008,58.000,58.000,300.102,67,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_6/run_20260429_162008,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_6/run_20260429_162008/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_6/run_20260429_162008/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_6/run_20260429_162008/bumps_global_162008.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_7,run_20260429_162511,55.000,55.000,300.097,105,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_7/run_20260429_162511,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_7/run_20260429_162511/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_7/run_20260429_162511/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_7/run_20260429_162511/bumps_global_162512.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_8,run_20260429_163015,63.000,63.000,300.129,51,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_8/run_20260429_163015,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_8/run_20260429_163015/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_8/run_20260429_163015/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_8/run_20260429_163015/bumps_global_163015.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_9,run_20260429_163518,62.000,62.000,300.121,63,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_9/run_20260429_163518,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_9/run_20260429_163518/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_9/run_20260429_163518/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_9/run_20260429_163518/bumps_global_163519.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_10,run_20260429_164022,73.000,73.000,300.130,56,coverage_timeseries,601,True,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_10/run_20260429_164022,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_10/run_20260429_164022/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_10/run_20260429_164022/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_10/run_20260429_164022/bumps_global_164022.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_11,run_20260429_164526,68.000,68.000,300.133,42,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_11/run_20260429_164526,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_11/run_20260429_164526/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_11/run_20260429_164526/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_11/run_20260429_164526/bumps_global_164526.csv
gpt-5.4,prompt_4_run_3,prompt_4,run_3,trial_12,run_20260429_165029,55.000,55.000,300.188,31,coverage_timeseries,601,False,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_12/run_20260429_165029,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_12/run_20260429_165029/coverage_timeseries.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_12/run_20260429_165029/coverage_visited_cells.csv,/home/ecem/ros2_ws/src/Leo_sct/LAST_PROMPTS/random_safe_selected_controllers/gpt-5.4/prompt_4_run_3/trial_12/run_20260429_165029/bumps_global_165030.csv
